market,submarket,channel block,licensee,contact,lower freq,upper freq,grant date,effective date,cancellation date,buildout deadline 1,buildout deadline 2,notification 1,notification 2,license link,app link,app type
"BEA062 
                  -                  
                    Grand Rapids-Muskegon-Holland, MI",0,A,"Gamma Acquisition L.L.C.
P.O. Box 6663
1110 Vermont Avenue NW Suite 750
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2180.0,2190.0,11/28/2023,11/28/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453680,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=14488069,"TC
          - Transfer of Control"
"BEA062 
                  -                  
                    Grand Rapids-Muskegon-Holland, MI",0,A,"Gamma Acquisition L.L.C.
P.O. Box 6663
1110 Vermont Avenue NW Suite 750
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2000.0,2010.0,11/28/2023,11/28/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453680,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=14112263,"RO
          - Renewal Only"
"BEA062 
                  -                  
                    Grand Rapids-Muskegon-Holland, MI",0,A,"Gamma Acquisition L.L.C.
P.O. Box 6663
1110 Vermont Avenue NW Suite 750
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2180.0,2190.0,11/28/2023,11/28/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453680,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=14112263,"RO
          - Renewal Only"
"BEA062 
                  -                  
                    Grand Rapids-Muskegon-Holland, MI",0,A,"Gamma Acquisition L.L.C.
P.O. Box 6663
1110 Vermont Avenue NW Suite 750
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2000.0,2010.0,11/28/2023,11/28/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453680,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=11637356,"EX
          - Request for Extension of Time"
"BEA062 
                  -                  
                    Grand Rapids-Muskegon-Holland, MI",0,A,"Gamma Acquisition L.L.C.
P.O. Box 6663
1110 Vermont Avenue NW Suite 750
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2180.0,2190.0,11/28/2023,11/28/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453680,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=11637356,"EX
          - Request for Extension of Time"
"BEA062 
                  -                  
                    Grand Rapids-Muskegon-Holland, MI",0,A,"Gamma Acquisition L.L.C.
P.O. Box 6663
1110 Vermont Avenue NW Suite 750
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2000.0,2010.0,11/28/2023,11/28/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453680,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=10198509,"NT
          - Required Notification


          
          	(1)"
"BEA062 
                  -                  
                    Grand Rapids-Muskegon-Holland, MI",0,A,"Gamma Acquisition L.L.C.
P.O. Box 6663
1110 Vermont Avenue NW Suite 750
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2180.0,2190.0,11/28/2023,11/28/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453680,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=10198509,"NT
          - Required Notification


          
          	(1)"
"BEA062 
                  -                  
                    Grand Rapids-Muskegon-Holland, MI",0,A,"Gamma Acquisition L.L.C.
P.O. Box 6663
1110 Vermont Avenue NW Suite 750
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2000.0,2010.0,11/28/2023,11/28/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453680,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9681354,"MD
          - Modification"
"BEA062 
                  -                  
                    Grand Rapids-Muskegon-Holland, MI",0,A,"Gamma Acquisition L.L.C.
P.O. Box 6663
1110 Vermont Avenue NW Suite 750
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2180.0,2190.0,11/28/2023,11/28/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453680,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9681354,"MD
          - Modification"
"BEA062 
                  -                  
                    Grand Rapids-Muskegon-Holland, MI",0,A,"Gamma Acquisition L.L.C.
P.O. Box 6663
1110 Vermont Avenue NW Suite 750
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2000.0,2010.0,11/28/2023,11/28/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453680,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9680918,"AU
          - Administrative Update"
"BEA062 
                  -                  
                    Grand Rapids-Muskegon-Holland, MI",0,A,"Gamma Acquisition L.L.C.
P.O. Box 6663
1110 Vermont Avenue NW Suite 750
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2180.0,2190.0,11/28/2023,11/28/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453680,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9680918,"AU
          - Administrative Update"
"BEA062 
                  -                  
                    Grand Rapids-Muskegon-Holland, MI",0,A,"Gamma Acquisition L.L.C.
P.O. Box 6663
1110 Vermont Avenue NW Suite 750
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2000.0,2010.0,11/28/2023,11/28/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453680,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9013124,"TC
          - Transfer of Control"
"BEA062 
                  -                  
                    Grand Rapids-Muskegon-Holland, MI",0,A,"Gamma Acquisition L.L.C.
P.O. Box 6663
1110 Vermont Avenue NW Suite 750
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2180.0,2190.0,11/28/2023,11/28/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453680,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9013124,"TC
          - Transfer of Control"
"BEA127 
                  -                  
                    Dallas-Fort Worth, TX-AR-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, DC
20005",2010.0,2020.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453811,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=15145627,"NT
          - Required Notification


          
          	(2)"
"BEA127 
                  -                  
                    Dallas-Fort Worth, TX-AR-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, DC
20005",2190.0,2200.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453811,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=15145627,"NT
          - Required Notification


          
          	(2)"
"BEA127 
                  -                  
                    Dallas-Fort Worth, TX-AR-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, DC
20005",2010.0,2020.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453811,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=14480915,"TC
          - Transfer of Control"
"BEA127 
                  -                  
                    Dallas-Fort Worth, TX-AR-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, DC
20005",2190.0,2200.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453811,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=14480915,"TC
          - Transfer of Control"
"BEA127 
                  -                  
                    Dallas-Fort Worth, TX-AR-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, DC
20005",2010.0,2020.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453811,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=14122477,"RO
          - Renewal Only"
"BEA127 
                  -                  
                    Dallas-Fort Worth, TX-AR-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, DC
20005",2190.0,2200.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453811,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=14122477,"RO
          - Renewal Only"
"BEA127 
                  -                  
                    Dallas-Fort Worth, TX-AR-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, DC
20005",2010.0,2020.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453811,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=11637238,"EX
          - Request for Extension of Time"
"BEA127 
                  -                  
                    Dallas-Fort Worth, TX-AR-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, DC
20005",2190.0,2200.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453811,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=11637238,"EX
          - Request for Extension of Time"
"BEA127 
                  -                  
                    Dallas-Fort Worth, TX-AR-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, DC
20005",2010.0,2020.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453811,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=10610398,"AM
          - Amendment"
"BEA127 
                  -                  
                    Dallas-Fort Worth, TX-AR-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, DC
20005",2190.0,2200.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453811,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=10610398,"AM
          - Amendment"
"BEA127 
                  -                  
                    Dallas-Fort Worth, TX-AR-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, DC
20005",2010.0,2020.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453811,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=10547747,"AA
          - Assignment of Authorization"
"BEA127 
                  -                  
                    Dallas-Fort Worth, TX-AR-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, DC
20005",2190.0,2200.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453811,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=10547747,"AA
          - Assignment of Authorization"
"BEA127 
                  -                  
                    Dallas-Fort Worth, TX-AR-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, DC
20005",2010.0,2020.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453811,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=10198390,"NT
          - Required Notification


          
          	(1)"
"BEA127 
                  -                  
                    Dallas-Fort Worth, TX-AR-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, DC
20005",2190.0,2200.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453811,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=10198390,"NT
          - Required Notification


          
          	(1)"
"BEA127 
                  -                  
                    Dallas-Fort Worth, TX-AR-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, DC
20005",2010.0,2020.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453811,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9683819,"MD
          - Modification"
"BEA127 
                  -                  
                    Dallas-Fort Worth, TX-AR-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, DC
20005",2190.0,2200.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453811,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9683819,"MD
          - Modification"
"BEA127 
                  -                  
                    Dallas-Fort Worth, TX-AR-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, DC
20005",2010.0,2020.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453811,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9681119,"AU
          - Administrative Update"
"BEA127 
                  -                  
                    Dallas-Fort Worth, TX-AR-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, DC
20005",2190.0,2200.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453811,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9681119,"AU
          - Administrative Update"
"BEA127 
                  -                  
                    Dallas-Fort Worth, TX-AR-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, DC
20005",2010.0,2020.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453811,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9013198,"AA
          - Assignment of Authorization"
"BEA127 
                  -                  
                    Dallas-Fort Worth, TX-AR-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, DC
20005",2190.0,2200.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453811,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9013198,"AA
          - Assignment of Authorization"
"BEA050 
                  -                  
                    Dayton-Springfield, OH",0,A,"Gamma Acquisition L.L.C.
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2000.0,2010.0,11/28/2023,11/28/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453656,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=15146065,"NT
          - Required Notification


          
          	(2)"
"BEA050 
                  -                  
                    Dayton-Springfield, OH",0,A,"Gamma Acquisition L.L.C.
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2180.0,2190.0,11/28/2023,11/28/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453656,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=15146065,"NT
          - Required Notification


          
          	(2)"
"BEA050 
                  -                  
                    Dayton-Springfield, OH",0,A,"Gamma Acquisition L.L.C.
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2000.0,2010.0,11/28/2023,11/28/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453656,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=14488069,"TC
          - Transfer of Control"
"BEA050 
                  -                  
                    Dayton-Springfield, OH",0,A,"Gamma Acquisition L.L.C.
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2180.0,2190.0,11/28/2023,11/28/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453656,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=14488069,"TC
          - Transfer of Control"
"BEA050 
                  -                  
                    Dayton-Springfield, OH",0,A,"Gamma Acquisition L.L.C.
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2000.0,2010.0,11/28/2023,11/28/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453656,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=14112235,"RO
          - Renewal Only"
"BEA050 
                  -                  
                    Dayton-Springfield, OH",0,A,"Gamma Acquisition L.L.C.
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2180.0,2190.0,11/28/2023,11/28/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453656,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=14112235,"RO
          - Renewal Only"
"BEA050 
                  -                  
                    Dayton-Springfield, OH",0,A,"Gamma Acquisition L.L.C.
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2000.0,2010.0,11/28/2023,11/28/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453656,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=11637344,"EX
          - Request for Extension of Time"
"BEA050 
                  -                  
                    Dayton-Springfield, OH",0,A,"Gamma Acquisition L.L.C.
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2180.0,2190.0,11/28/2023,11/28/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453656,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=11637344,"EX
          - Request for Extension of Time"
"BEA050 
                  -                  
                    Dayton-Springfield, OH",0,A,"Gamma Acquisition L.L.C.
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2000.0,2010.0,11/28/2023,11/28/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453656,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=10198497,"NT
          - Required Notification


          
          	(1)"
