callsigns,license link,name,FRN,radio service,status,expiration date
T060430088,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453732,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430089,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453734,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430090,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453736,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430091,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453738,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430092,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453740,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430093,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453742,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430094,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453744,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430095,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453746,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430096,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453748,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430097,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453750,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430098,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453752,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430099,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453754,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430100,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453756,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430101,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453758,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430102,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453760,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430103,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453762,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430104,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453764,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430105,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453766,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430106,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453768,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430107,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453770,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430108,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453772,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430109,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453774,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430110,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453776,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430111,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453778,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430112,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453780,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430113,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453782,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430114,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453784,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430115,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453786,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430116,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453788,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430117,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453790,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430118,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453792,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430119,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453794,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430120,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453796,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430121,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453798,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430122,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453800,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430123,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453802,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430124,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453804,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430125,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453806,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430126,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453808,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430127,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453810,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430128,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453812,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430129,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453814,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430130,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453816,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430131,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453818,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430132,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453820,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430133,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453822,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430134,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453824,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430135,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453826,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430136,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453828,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430137,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453830,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430138,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453832,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430139,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453834,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430140,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453836,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430141,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453838,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430142,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453840,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430143,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453842,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430144,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453844,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430145,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453846,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430146,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453848,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430147,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453850,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430148,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453852,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430149,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453854,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430150,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453856,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430151,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453858,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430152,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453860,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430153,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453862,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430154,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453864,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430155,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453866,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430156,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453868,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430157,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453870,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430158,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453872,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430159,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453874,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430160,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453876,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430161,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453878,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430162,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453880,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430163,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453882,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430164,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453884,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430165,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453886,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430166,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453888,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430167,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453890,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430168,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453892,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430169,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453894,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430170,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453896,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430171,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453898,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430172,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453900,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430173,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453902,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430174,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453904,Liberty Mobile Puerto Rico Inc.,0003473709,AD,Active,2033-06-14
T060430175,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453906,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T060430176,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453908,Gamma Acquisition L.L.C.,0021004817,AD,Active,2033-06-14
T070272001,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453559,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272002,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453561,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272003,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453563,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272004,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453565,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272005,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453567,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272006,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453569,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272007,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453571,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272008,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453573,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272009,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453575,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272010,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453577,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272011,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453579,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272012,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453581,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272013,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453583,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272014,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453585,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272015,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453587,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272016,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453589,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272017,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453591,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272018,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453593,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272019,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453595,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272020,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453597,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272021,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453599,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272022,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453601,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272023,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453603,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272024,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453605,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272025,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453607,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272026,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453609,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272027,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453611,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272028,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453613,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272029,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453615,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272030,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453617,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272031,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453619,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272032,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453621,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272033,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453623,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272034,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453625,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272035,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453627,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272036,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453629,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272037,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453631,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272038,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453633,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272039,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453635,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272040,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453637,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272041,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453639,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272042,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453641,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272043,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453643,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272044,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453645,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272045,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453647,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272046,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453649,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272047,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453651,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272048,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453653,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272049,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453655,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272050,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453657,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272051,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453659,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272052,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453661,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272053,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453663,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272054,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453665,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272055,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453667,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272056,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453669,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272057,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453671,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272058,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453673,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272059,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453675,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272060,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453677,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272061,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453679,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272062,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453681,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272063,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453683,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272064,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453685,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272065,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453687,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272066,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453689,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272067,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453691,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272068,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453693,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272069,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453695,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272070,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453697,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272071,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453699,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272072,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453701,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272073,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453703,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272074,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453705,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272075,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453707,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272076,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453709,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272077,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453711,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272078,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453713,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272079,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453715,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272080,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453717,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272081,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453719,DBSD Corporation,0026092031,AD,Active,2033-06-14
T070272082,https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453721,DBSD Corporation,0026092031,AD,Active,2033-06-14
